powerTypes
PowerName,PowerID,OrderID,DevNotes,MissionTags,Priority,CastSoundEvent,HitSoundEvent,ItemHitSoundEvent,TargetMethod,ParentItem,OriginPower,IsAirPower,IsSignature,IsAntiair,SigModeSwapsMove,AoERadiusX,AoERadiusY,CenterOffsetX,CenterOffsetY,CastImpulseX,CastImpulseY,FireImpulseX,FireImpulseY,FireImpulseMaxX,ImpulseMaxOnDCOnly,SpeedLimit,SpeedLimitY,SpeedLimitAttack,SpeedLimitBackward,SpeedLimitAttackBackward,SelfImpulseOnHit,EndOnHit,CancelGravity,WallCancel,AllowMove,AllowRecoverMove,AllowJumpDuringRecover,AllowLeaveGround,AllowHitOnZeroDamage,AccelMult,BackwardAccelMult,TurnOffDampening,KeepGroundFriction,IgnoreGroundRestrict,DoNotBounceOffNoSlideCeiling,NoSlideCeilingBuffer,CastAnim,Hurtbox,CastTime,FixedRecoverTime,RecoverTime,AntigravTime,GCancelTime,IgnoreForcedFallTime,ShowCloudTime,CooldownTime,IgnoreCDOverride,OnHitCooldownTime,ShakeTime,DisableShake,OnlyShakeOnce,ShakeAllCams,FixedMinChargeTime,MinCancelTime,LoseInvulnTime,BaseDamage,VariableImpulse,FixedImpulse,MinimumImpulse,PostHitDamageMultiplier,PostHitImpulseMultiplier,ImpulseOffsetX,ImpulseOffsetY,ImpulseOffsetMaxX,ImpulseToPoint,ToPointChangeX,ToPointChangeY,ToPointChangeDmg,LockTo45Degrees,DownwardForceMult,MirrorImpulseOffset,MirrorOffsetCenter,IgnoreStrength,AcceptInput,HeldDirOffsets,DIMaxAngle,ImpulseOnHeavy,ItemSpeedDamage,ItemSpeedImpulse,ItemHitElasticity,AirTimeMultOnly,IsMultihit,MinTimeBetweenHits,InheritAlreadyHit,InterruptThreshold,CanDamageEveryone,CanAssist,ConsumesWeapon,FixedStunTime,HoldHitEnts,HoldOffsetX,HoldOffsetY,UpdateHeldEnts,DestroysItemOnHit,GrabInterpolateTime,GrabAnim,GrabAnimSpeed,GrabForceUpdate,Uninterruptable,CanChangeDirection,ComboName,ComboOverrideIfHit,ComboOverrideIfRelease,ComboOverrideIfWall,ComboOverrideIfButton,OriginOverrideIfInMode,ComboOverrideIfDir,ComboOverrideIfInterrupt,IgnoreButtonOnHit,IgnoreButtonOnMiss,ComboUseSameTargetPos,UseCollisionAsTargetPos,ComboUseTargetAsSource,ComboUseSameSourcePos,BGPowerOnFire,BGCastIdx,AllowBGInterrupt,PopulateActivePowerHits,PopulateBGHits,ExhaustedVersion,GCVersion,MomentumVersion,TeamTauntPower,AnimLayer,FXLayer,IsWorldCastGfx,CustomArtCastGfx,DelayCastGfxToFirstFire,DelayCastGFXCleanUp,CastAnimSource,DoNotSendSync,IsThrow,CannotAttackAroundCorners,ForceHitThroughSoftPlat,ForceFaceRight,CollisionPowerOffSetX,CollisionPowerOffSetY,CastGfx.AnimFile,CastGfx.AnimClass,CastGfx.AnimScale,CastGfx.FireAndForget,CastGfx.MoveAnimSpeed,CastGfx.FlipAnim,CastGfx.Tint,CastGfxRotation,IsWorldFireGfx,IsAttackFireGfx,CustomArtFireGfx,FireAnimSource,FireGfx.AnimFile,FireGfx.AnimClass,FireGfx.AnimScale,FireGfx.FireAndForget,FireGfx.MoveAnimSpeed,FireGfx.FlipAnim,FireGfx.Tint,FireGfxRotation,IsWorldHitGfx,OnlyOnceHitGfx,OwnerFacingHitGfx,PlayHitGfxBehind,HitAnimSource,HitReactAnim,HitGfx.AnimFile,HitGfx.AnimClass,HitGfx.AnimScale,HitGfx.FireAndForget,HitGfx.Tint
PistolSmashSideCombo3Marksman,911,911,,,,SPC_MonsterHunter_Pistol_S_Fire_B_Play,IMP_Pistol_Play,,SmashReleaseRangedAoE,Pistol,PistolSmashSideMarksman,,TRUE,TRUE,,59&67.5&45,56.5&41.5&30,420&418&419,-63&-65&-32,,0,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,MarksmanSPistol,0:1@32,,,,0,,0,,,,,,,,,,,27,53,65,,,,1000,-500,,,,,,,,,,,,,,,,,,,,,true,,,,,25,,,,,,,,,,,,PistolSmashSideCombo4Marksman,,,,,,,,,,TRUE,,,,,,,,,,,,,TOP,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,First:OffsetTarget,SFX_Pistols.swf,a_PFXAttackSpecialMarksman1b_Rear,1,TRUE,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
PistolSmashSideCombo4Marksman,912,912,,,,SPC_MonsterHunter_Pistol_S_Fire_A_Play,IMP_Pistol_Play,,SmashReleaseRangedAoE,Pistol,PistolSmashSideMarksman,,TRUE,TRUE,,59.5&71.5,58.5&38.5,479&483,-10&5,,0,,10,,,,,,,,,,,,,,,TRUE,,,,,,,,,,MarksmanSPistol,0:1@33,1,,,0,,0,,,,,,,,,,,27,53,65,,,,1000,-800,,,,,,,,,,,,,,,,,,,,,true,,,,,25,,,,,,,,,,,,PistolSmashSideCombo5Marksman,,,,,,,,,,TRUE,,,,,,,,,,,,,TOP,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,First:OffsetTarget,SFX_Pistols.swf,a_PFXAttackSpecialMarksman1c_Front,1,TRUE,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
PistolSmashSideCombo5Marksman,913,913,,,,SPC_MonsterHunter_Pistol_S_Fire_B_Play,IMP_Pistol_Play,,SmashReleaseRangedAoE,Pistol,PistolSmashSideMarksman,,TRUE,TRUE,,"62.5&72.5,58&74.5,62.5,0,0,0","55&68.5,55.5&49.5,63,0,0,0","515&525,516&528,525,0,0,0","61&50,59&63,64,0,0,0",,0,"!,!,75~30,45~0,70~35,15",,,,,,,,,,,,,,,,TRUE,,,,,,,,,,MarksmanSPistol,"0:1@34,0:2@35,3:1@37,4:3@39,0:1@41,6:1@44",5@47,,,0,,0,,,,,,,,,,,"27,27,0,0,0,0","53,53,0,0,0,0","65,65,0,0,0,0",,,,"750,1000,1000,0,0,0","-800,-700,-700,0,0,0",,,,,,,,,,,,,,,,,,,,,true,,,,,25,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,First:OffsetTarget,SFX_Pistols.swf,a_PFXAttackSpecialMarksman1d_Front,1,TRUE,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
PistolSmashDownMarksman,914,914,Midmove input test of guns dsig,"Pistol,Special",,L:SPC_MonsterHunter_Pistol_Buildup_Play,,,Smash,Pistol,,,TRUE,,,,,,,,,,,,,55,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackSpecialMarksman3,MarksmanDPistol,"0,70@26",,0,,,,,17,,12,,,,,9,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,PistolSmashDownComboMarksman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PistolSmashDownComboMarksman,915,915,,,,SPC_MonsterHunter_Pistol_S_Fire_A_Play,,,SmashReleaseRangedAoE,Pistol,PistolSmashDownMarksman,,TRUE,,,"67.5&78.5&30,42&47,37.5,85.5,80","40&31&70.5,75&31,65.5,80,0","271&273&254,264&309,324,345,345","23&55&30,35&59,49,23,23",,0,"!,35~25,20~10,0,50~0",,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,MarksmanDPistol,"6:2@30,0:1@31,0:1@32,0:2@33,2:1@34",,0,,,,,,,,,,,,,,,"7,7,0,0,0",0,"55,55,0,0,0",,,,325,-95,,19,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,PistolSmashDownCombo2Marksman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,First:Feet,SFX_Pistols.swf,a_PFXAttackSpecialMarksman3a,1,TRUE,,,,,,,,,,,,,,,
PistolSmashDownCombo2Marksman,916,916,"Branch if input, setup for combo 3",,,SPC_MonsterHunter_Pistol_S_Fire_B_Play,,,SmashReleaseRangedGrab,Pistol,PistolSmashDownMarksman,,TRUE,,,"80&66,53.5&65","34.5&43.5,50&39.5","321&276,256&326","-80&-70,-68&-79",,,"0,25~0~0",0,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,MarksmanDPistol,"1:2@35,0:3@36",,0,,,,,,,,,,,,,,,7,0,70,,,,545,-85,,28,,,,,,,,,,,,,,,,,,,,,,,,23,true,310,-111,true,,64,,,,,,PistolSmashDownMissMarksman,PistolSmashDownCombo3Marksman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,First:Feet,SFX_Pistols.swf,a_PFXAttackSpecialMarksman3b,1,TRUE,,,,,,,,,,,,,,,
PistolSmashDownMissMarksman,917,917,"Branch if no input, forward kill shot",,,,,,SmashRelease,Pistol,PistolSmashDownMarksman,,TRUE,,,,,,,,,"50~0,55~27",,,,,,,,,,,,,,,,TRUE,,,,,,,,,,MarksmanDPistol,"2:1@37,4:1@40",10,0,,13,,5,,,,,,,,,,,,,,,,,1200,-150,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PistolSmashDownCombo3Marksman,918,918,"Third hit, if input shot lands. Initiate grab",,,[10]SPC_MonsterHunter_Pistol_S_Whip_Play,,,SmashReleaseGrabHit,Pistol,PistolSmashDownMarksman,,TRUE,,,,,,,,,"-50~0,-65~0,-45~0,-35~0,0,0,0,0",5,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,R:AttackSpecialMarksman3Hit,MarksmanDPistol2,"0:1@1,2:1@2,1:1@3,3:1@4,5:1@8,0:1@9,0:1@10,0:2@11-13",,0,,,999,,,,,,,,,,,,"1,0,0,0,0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,true,-500,-114,true,,32,,,,,,PistolSmashDownMiss2Marksman,PistolSmashDownHitMarksman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PistolSmashDownHitMarksman,919,919,Grab duration,,,,,,SmashReleaseGrabHit,Pistol,PistolSmashDownMarksman,,TRUE,,,,,,,,,"0,10,15~0,15~0,70~0~55",0,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,MarksmanDPistol2,"0@14,4@16,0:1@17,0:1@18,0:2@20-21",0,,,15,,5,,,,,,,,,,,"1,0,0,0,0",0,"1,0,0,0,0",,,,100,-800,,,,,,,,,,,,,,,,,,,,,,,,,,17,true,315,-65,true,,0,,,,,,PistolSmashDownReleaseMarksman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PistolSmashDownReleaseMarksman,920,920,Grab release,,,,,,SmashReleaseGrabRelease,Pistol,PistolSmashDownMarksman,,TRUE,,,,,,,,,"25,10",0,,,,,,,,,,,,,,,TRUE,,,,,,,,,,MarksmanDPistol2,"0,4",25,,,0,,0,,,,,,,,,,,"10,0","43,0","70,0",,,,1000,250,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PistolSmashDownMiss2Marksman,921,921,Miss recover for on input path,,,,,,SmashRelease,Pistol,PistolSmashDownMarksman,,TRUE,,,,,,,,,0,0,,,,,,,,,,,,,,,TRUE,,,,,,,,,,MarksmanDPistol2,"2,0",8,,,0,,0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AxeSmashNeutralBarbarian,922,922,Barbarian Axe Neutral Heavy -charge up,"Axe,Special",,L:SPC_Barbarian_Axe_Buildup_Play,,,Smash,Axe,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackSpecialBarbarian4,BarbarianNAxe,"0,70",,0,,,,,10,,10,,,,,5,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,AxeSmashNeutralComboBarbarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AxeSmashNeutralComboBarbarian,923,923,Barbarian Axe Neutral Heavy -first axe swing,,,SPC_Barbarian_Axe_N_Swing_A_Play,Once:IMP_Axe_Play,,SmashRelease,Axe,AxeSmashNeutralBarbarian,,TRUE,TRUE,,"80,80,64&53.5&60.5,94&87&68&59,80","80,80,117&79.5&66,103&83&59&62,80","80,80,154&179&136,113&64&0&151,80","0,0,-163&-173&-86,-175&-169&-151&-222,0",,,"115,85~28~21,30~20~18,17,15","0,-78~-62~-52,-45~-35~-31,-30,-25",,,,,,,,,,,,,,,TRUE,,,,,,,,,,BarbarianNAxe,"4@34,0:4@35,0:3@36,0:2@38,0@39",0,0,,3,,3,,,,,,,,,,,"0,0,10,10,0",0,"0,0,70,70,0",,,,"0,0,336~317,311~299,0","0,0,-172~-138,-127~-108,0",,24,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,AxeSmashNeutralCombo2Barbarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword02,1,true,
AxeSmashNeutralCombo2Barbarian,924,924,Barbarian Axe Neutral Heavy -final axe swing,,,SPC_Barbarian_Axe_N_Swing_B_Play,Once:IMP_Axe_Play,,SmashRelease,Axe,AxeSmashNeutralBarbarian,,TRUE,TRUE,,"80,56&59&85&62,38&31&21&26&21&29&15,42&26&28&35","80,27&26&20&22,32&62&64&15&17&21&15,30&22&8&8","80,227&207&110&171,282&255&235&216&176&218&180,271&252&212&171","0,-18&2&28&17,-41&-45&-52&-108&-116&0&18,-55&-90&-116&-125",,,"20,15,16~25,2147483647","-40~-25,-10,-5~-1,2147483647",,,,,,,,,,,,,,,TRUE,,,,,,,,,,BarbarianNAxe,"0:5@40,0:4@43,0:2@45,0:1@46-46",22@53,0,,0,,0,,,,,,,,,,,"0,15,15,15","0,55,55,55","0,58,58,58",,,,2000,150,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword01,1,true,
AxeSmashSideBarbarian,925,925,Barbarian Axe Side Heavy -charge up,"Axe,Special",,L:SPC_Barbarian_Axe_Buildup_Play,,,Smash,Axe,,,TRUE,,,,,,,,,,,,,55,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackSpecialBarbarian3,BarbarianSAxe,"0,70",,0,,,,,15,,11,,,,,15,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,AxeSmashSideComboBarbarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AxeSmashSideComboBarbarian,926,926,Barbarian Axe Side Heavy -the charging attack,,,SPC_Barbarian_Axe_S_Swing_A_Play,Once:IMP_Axe_Play,,SmashRelease,Axe,AxeSmashSideBarbarian,,TRUE,TRUE,,"57&41&41,57&41&33,82&34&35,58&53&40,57&41&41,56&43,57&41&41","52&31&22,44&31&26,34&28&25,59&33&20,52&31&22,54&42,52&31&22","80&150&129,80&163&141,128&103&139,97&155&137,87&163&147,88&155,93&150&147","-23&8&33,-31&-17&19,-24&-56&24,-19&-22&24,-28&-35&10,-52&-46,-63&-73&-39",,,"155,0,110~80,60~45,155,45,35",0,,,,,,,,,,,,,,,TRUE,,,,,,,,,,BarbarianSAxe,"4@33,0@34,0:2@35,0:2@37,0:1@39,0@40,0:1@41-41",,0,,,,5,,,,,,,,,,,"10,10,10,10,10,10,0",0,"110,110,110,110,110,110,0",,,,"660,550,430,360,330,290,600",-80,,18,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,AxeSmashSideCombo2Barbarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,#4:Feet,SFX_Axe.swf,a_AFXAttackSpecialBarbarianSGB1IW,1,TRUE,,,,,,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword_Random_1_4,1,true,
AxeSmashSideCombo2Barbarian,927,927,Barbarian Axe Side Heavy -final axe swing,,,SPC_Barbarian_Axe_S_Swing_B_Play,Once:IMP_Axe_Play,,SmashRelease,Axe,AxeSmashSideBarbarian,,TRUE,TRUE,,"66&61&39,73&40&58,54&49","67&62&29,50&47&36,28&47","165&204&120,194&226&146,143&211","-31&-119&30,-136&-84&-167,-174&-136",,,"50,60~45,30","0,-22~-15,-8",,,,,,,,,,,,,,,TRUE,,,,,,,,,,BarbarianSAxe,"0:2@42,0:2@44,0:1@45-45",7,,,5,,0,,,,,,,,,,,14,58,65,,,,1800,-1100,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,AxeSmashSideCombo3Barbarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,#6:Feet,SFX_Axe.swf,a_AFXAttackSpecialBarbarianSGB2IW,1,TRUE,,,,,,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword_Random_1_4,1,true,
AxeSmashSideCombo3Barbarian,928,928,Barbarian Axe Side Heavy -determining if it hits the ground,,,,,,GroundCheck,Axe,AxeSmashSideBarbarian,,TRUE,TRUE,,15,26,91,92,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,BarbarianSAxe,0,0,0,,0,,0,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,AxeSmashSideCombo4Barbarian,,AxeSmashSideHitGroundBarbarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AxeSmashSideCombo4Barbarian,929,929,Barbarian Axe Side Heavy -if it recovers in the air,,,,,,Nobody,Axe,AxeSmashSideBarbarian,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,BarbarianSAxe,0,16@54,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AxeSmashSideHitGroundBarbarian,930,930,Barbarian Axe Side Heavy -if it recovers on the ground,,,,,,Nobody,Axe,AxeSmashSideBarbarian,,TRUE,,,,,,,,,25,,,,,,,,,,,,,,,,TRUE,,,,,,,,,AttackSpecialBarbarian3GroundLand,BarbarianSAxe2,2@2,14@9,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AxeSmashDownBarbarian,931,931,Barbarian Axe Down Heavy -charge up,"Axe,Special",,L:SPC_Barbarian_Axe_Buildup_Play,,,Smash,Axe,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackSpecialBarbarian2,BarbarianDAxe,"0,70",,0,,,,,15,,11,,,,,11,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,AxeSmashDownComboBarbarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AxeSmashDownComboBarbarian,932,932,Barbarian Axe Down Heavy -first axe swing,,,SPC_Barbarian_Axe_D_Swing_A_Play,Once:IMP_Axe_Play,,SmashRelease,Axe,AxeSmashDownBarbarian,,TRUE,,,"42&36&90,171&43&32,80","31&33&33,37&29&31,80","177&140&64,10&-144&187,80","47&67&65,19&28&31,0",,,17,10,48,,,,,,,,,,,,,,TRUE,,,,,,,,,,BarbarianDAxe,"3:2@35,0:4@36,0@38",0,,,,,6,,,,,,,,,,,"t8,t12,0",0,"85,85~85~135,0",,,,"230,230~230~272,0",-10,"250,250~250~300,0",15,,,,,,,,,,,,,,,,,true,,,,,,,25,,,,,,,,,,,,AxeSmashDownCombo2Barbarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword_Random_1_4,1,true,
AxeSmashDownCombo2Barbarian,933,933,Barbarian Axe Down Heavy -final axe swing,,,SPC_Barbarian_Axe_D_Swing_B_Play,IMP_Axe_Play,,SmashRelease,Axe,AxeSmashDownBarbarian,,TRUE,,,"80,90&68&84,90&85,30&35","80,25&37&29,44&63,38&49","0,170&183&131,175&163,215&189","0,3&19&42,-22&-17,-28&-27",,5,"2147483647,13,13,13",10,"!,28,28,28",,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,BarbarianDAxe,"0@39,2:5@41,0:2@42,0:1@43-43",24@51,,,0,,0,,,,,,,,,,,"0,12,12,12","0,44,44,44","0,73,73,73",,,,350,-25,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword_Random_1_4,1,true,
SwordSmashNeutralBarbarian,934,934,Barbarian Sword Neutral Heavy -charge up,"Sword,Special",,L:SPC_Barbarian_Sword_Buildup_Play,,,Smash,Sword,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackSpecialBarbarian2,BarbarianNSword,"0,70",,0,,,,,19,,13,,,,,10,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,SwordSmashNeutralComboBarbarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwordSmashNeutralComboBarbarian,935,935,"Barbarian Sword Neutral Heavy -first part of the attack, holds target in place",,,SPC_Barbarian_Sword_N_Explode_Play,Once:IMP_Sword_Play,,SmashRelease,Sword,SwordSmashNeutralBarbarian,,TRUE,TRUE,,"26&15&8,83&54&26,99&63","43&15&23,87&43&26,91&38","32&36&36,33&21&99,35&12","-202&-251&-275,-250&-201&-198,-253&-206",,,,0,,,,,18,,,,,,,,,,TRUE,,,,,,,,,,BarbarianNSword,"4:1@33,0:3@34,0:6@35-37",0,,,15,,,,,,,,,,,,,"t3,t3,t4",0,50,,,,30,-330,,17,,,,,,,,,,,,,,,,,true,,,,,,,25,,,,,,,,,,,,SwordSmashNeutralCombo2Barbarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwordSmashNeutralCombo2Barbarian,936,936,"Barbarian Sword Neutral Heavy -final hit of the attack, sends target",,,,IMP_Sword_Play,,SmashRelease,Sword,SwordSmashNeutralBarbarian,,TRUE,TRUE,,88&120,84&28,31&33,-252&-252,,,,0,,,,,,,,,,,,,,,TRUE,,,,,,,,,,BarbarianNSword,0:4@38-39,14@44,,,15,,12,,,,,,,,,,,14,59,50,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword_Random_1_4,1,true,
SwordSmashSideBarbarian,937,937,Barbarian Sword Side Heavy -charge up,"Sword,Special",,L:SPC_Barbarian_Sword_Buildup_Play,,,Smash,Sword,,,TRUE,,,,,,,,,,,,,55,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackSpecialBarbarian3,BarbarianSSword,"0,70",,0,,,,,14,,10,,,,,12,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,SwordSmashSideComboBarbarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwordSmashSideComboBarbarian,938,938,Barbarian Sword Side Heavy -the attack,,,SPC_Barbarian_Sword_S_Swing_Play,IMP_Sword_Play,,SmashRelease,Sword,SwordSmashSideBarbarian,,TRUE,,,"80,79&58,63&74,38&25&56,91&49&15&52,85&58&31,86&43","80,24&37,39.5&27,17&21&36,38&84&66&8,84&28&15,80&59","200,226&225,218&228,254&263&226,253&265&319&231,274&211&216,260&194","0,-10&-6,-28&-33,19&27&-11,-5&3&10&-75,5&-45&-75,-4&-36",,,"90~0,300~90,88~66,55~54,53~51,45~43,39","10,-30~-26,-18~-12,-2,-2,12,16",,,,,,,,,,,,,,,TRUE,,,,,,,,,,BarbarianSSword,"4:1@34-34,0:1@36,0:1@37,0:1@39,0:2@40,0:2@41,0@42",,,,11,,6,,,,,,,,,,,"0,0,0,25,25,25,0","0,0,0,56,56,56,0","0,0,0,68,68,68,0",,,,"600,600,600,600,600,600,0",,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,SwordSmashSideCombo2Barbarian,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,Feet,,,TRUE,,,,,SFX_Sword.swf,a_SFXAttackSpecialBarbarianSGBIW,1,TRUE,,,,,true,,,Last:Feet,SFX_Sword.swf,a_SFXAttackSpecialBarbarian3_Rear,1,True,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword_Random_1_4,1,true,
SwordSmashSideCombo2Barbarian,939,939,Barbarian Sword Side Heavy -determining if it hits the ground,,,,,,GroundCheck,Sword,SwordSmashSideBarbarian,,TRUE,,,15,26,91,92,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,BarbarianSSword,0,0,0,,0,,0,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,SwordSmashSideCombo3Barbarian,,SwordSmashSideHitGroundBarbarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwordSmashSideCombo3Barbarian,940,940,Barbarian Sword Side Heavy -if it recovers in the air,,,,,,Nobody,Sword,SwordSmashSideBarbarian,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,BarbarianSSword,0,20@48,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
